SalePrice,Neighborhood,YearBuilt,Garage,Fireplace,Condition,HouseStyle,BuildingType,HalfBath,FullBath,Bedrooms,HouseArea,LotArea,GarageCars,MasVnrArea,Exterior1st,YearRemodAdd
188700,Crawfor,1934,0.0,0.0,Above Average,Two story,Single-family,1,1,3,2615,11988,1,0.0,Stucco,1995
124000,CollgCr,1978,1.0,1.0,Average,One story,Single-family,0,2,3,2080,8430,0,136.0,HdBoard,1978
178740,Blmngtn,2004,1.0,1.0,Good,One story,Townhouse,0,2,2,3187,3072,2,18.0,VinylSd,2004
167000,NAmes,1970,1.0,1.0,Good,One story,Single-family,0,1,2,3080,10628,2,0.0,Plywood,1970
146500,NAmes,1942,1.0,1.0,Average,Two story,Single-family,1,1,3,2684,9480,1,224.0,MetalSd,1995
250000,NridgHt,2006,1.0,0.0,Very Good,One story,Single-family,0,2,3,4126,11428,3,248.0,VinylSd,2006
187000,SawyerW,1993,1.0,0.0,Above Average,Two story,Single-family,1,2,3,3048,9291,2,120.0,HdBoard,1993
212000,StoneBr,1985,1.0,1.0,Very Good,One story,Townhouse,1,1,1,3518,6820,2,0.0,HdBoard,1985
190000,NWAmes,1977,1.0,0.0,Good,Two story,Single-family,1,2,3,3311,11952,2,0.0,WdShing,1977
148000,Edwards,2005,1.0,1.0,Above Average,Split Level,Townhouse,0,1,2,2144,3675,2,80.0,VinylSd,2005
440000,NridgHt,2006,1.0,0.0,Very Good,One story,Single-family,0,2,2,4860,14977,3,304.0,VinylSd,2007
251000,StoneBr,2000,1.0,0.0,Very Good,One story,Townhouse,0,2,2,3645,5330,2,0.0,CemntBd,2000
132500,Sawyer,1963,1.0,1.0,Average,One story,Single-family,0,1,2,2564,8480,2,0.0,HdBoard,1963
208900,CollgCr,1997,1.0,1.0,Above Average,One story,Single-family,0,2,3,3479,13125,2,215.0,VinylSd,1998
380000,NridgHt,2006,1.0,1.0,Excellent,Two story,Single-family,1,2,3,5490,13693,3,772.0,VinylSd,2006
297000,CollgCr,2007,1.0,0.0,Very Good,One story,Single-family,0,2,3,4249,10637,3,336.0,VinylSd,2008
89471,OldTown,1937,1.0,1.0,Below Average,One story,Single-family,0,1,2,2710,5925,2,435.0,Stucco,2000
326000,NridgHt,2004,1.0,1.0,Excellent,One story,Single-family,0,2,3,4455,16033,3,378.0,VinylSd,2005
374000,NridgHt,2003,1.0,1.0,Excellent,One story,Single-family,0,2,2,4458,11846,3,562.0,VinylSd,2004
155000,OldTown,1915,1.0,0.0,Good,Two story,Single-family,1,1,4,2900,2500,1,0.0,Stucco,2005
164000,Mitchel,1998,1.0,0.0,Above Average,One story,Townhouse,0,2,2,2834,4500,2,116.0,VinylSd,1998
132500,Sawyer,1962,1.0,1.0,Average,One story,Single-family,0,1,3,2262,7758,1,0.0,HdBoard,2001
147000,NAmes,1950,1.0,0.0,Average,One story,Single-family,0,1,3,2490,9600,1,0.0,MetalSd,2007
156000,NAmes,1965,1.0,1.0,Average,One story,Single-family,1,1,3,2661,10289,2,168.0,MetalSd,1965
175000,NWAmes,1971,1.0,1.0,Average,One story,Single-family,0,2,3,3455,12243,2,0.0,Plywood,1971
160000,OldTown,1900,1.0,0.0,Average,One and a half story,Two-family,0,2,3,3888,10800,2,0.0,Wd Sdng,1970
86000,MeadowV,1970,1.0,1.0,Below Average,Split Foyer,Townhouse,0,1,1,1546,1526,1,0.0,CemntBd,2002
115000,MeadowV,1976,1.0,1.0,Average,Two story,Townhouse,1,1,3,1904,2665,1,0.0,CemntBd,1976
133000,NAmes,1941,1.0,0.0,Above Average,One and a half story,Single-family,0,1,3,2624,9490,1,0.0,Wd Sdng,1950
172785,Gilbert,2006,1.0,1.0,Above Average,Two story,Single-family,1,2,3,2613,15578,2,0.0,VinylSd,2006
155000,NAmes,1960,1.0,0.0,Average,One story,Single-family,1,1,3,2846,7931,1,0.0,BrkFace,1960
91300,OldTown,1938,0.0,0.0,Average,One story,Single-family,0,1,2,1349,5784,1,0.0,MetalSd,1996
34900,IDOTRR,1920,1.0,1.0,Below Average,One story,Single-family,0,1,2,1440,7879,0,0.0,Wd Sdng,1950
430000,NoRidge,1992,1.0,0.0,Very Good,One story,Single-family,0,3,4,6974,12692,2,0.0,BrkFace,1993
184000,BrkSide,1925,1.0,0.0,Good,One and a half story,Single-family,0,2,4,3086,9120,1,0.0,Wd Sdng,1950
130000,Sawyer,1967,1.0,0.0,Average,One story,Single-family,0,1,3,2051,7800,1,89.0,HdBoard,2004
120000,NAmes,1958,1.0,0.0,Average,One story,Single-family,0,1,2,2121,7535,1,0.0,MetalSd,1985
113000,BrDale,1973,1.0,0.0,Above Average,Two story,Townhouse,1,1,3,2154,1890,1,285.0,HdBoard,1973
226700,Somerst,2005,1.0,0.0,Good,Two story,Single-family,1,2,3,3237,9803,2,0.0,VinylSd,2005
140000,Edwards,1965,1.0,1.0,Average,One story,Single-family,0,1,2,2889,9170,2,0.0,MetalSd,1965
289000,Crawfor,1959,1.0,1.0,Good,One story,Single-family,0,2,1,3786,15602,2,0.0,BrkFace,1997
147000,NPkVill,1974,1.0,0.0,Above Average,Two story,Townhouse,1,2,3,2617,2308,2,0.0,Plywood,1974
124500,OldTown,1952,1.0,1.0,Average,Two story,Duplex,0,2,4,3320,7596,2,360.0,Wd Sdng,1952
215000,SawyerW,1993,1.0,0.0,Very Good,Two story,Single-family,1,2,3,3159,9554,2,125.0,VinylSd,1994
208300,Somerst,2009,1.0,1.0,Above Average,One story,Single-family,0,2,2,3112,7862,2,0.0,VinylSd,2009
161000,OldTown,1928,1.0,0.0,Good,Two story,Single-family,0,2,3,2427,9600,2,0.0,MetalSd,2005
124500,NAmes,1959,1.0,1.0,Average,One story,Single-family,0,1,3,2352,9600,1,132.0,MetalSd,1959
164900,NAmes,1951,1.0,1.0,Average,One story,Single-family,0,1,2,2659,14559,1,70.0,Wd Sdng,2000
202665,NridgHt,2005,1.0,0.0,Good,One story,Townhouse,0,2,2,3210,6792,2,94.0,VinylSd,2006
129900,NAmes,1958,1.0,0.0,Average,One story,Single-family,0,1,3,2352,9100,2,0.0,VinylSd,1958
134000,Mitchel,1983,1.0,0.0,Above Average,One story,Single-family,1,1,3,2648,9187,2,0.0,VinylSd,1983
96500,Crawfor,1926,1.0,1.0,Average,One and a half story,Single-family,0,1,2,1757,10594,1,0.0,Wd Sdng,1950
402861,NridgHt,2009,1.0,1.0,Very Excellent,One story,Single-family,1,2,3,4926,12220,3,305.0,CemntBd,2009
158000,NWAmes,1972,1.0,1.0,Above Average,Split Level,Single-family,1,2,3,3391,10448,2,333.0,HdBoard,1972
265000,NoRidge,1996,1.0,0.0,Good,Two story,Single-family,1,2,3,4497,10208,3,921.0,VinylSd,1997
211000,CollgCr,1998,1.0,1.0,Above Average,Two story,Single-family,1,2,3,3136,9531,2,0.0,VinylSd,1998
234000,Crawfor,1926,0.0,0.0,Good,Two story,Single-family,1,1,3,3638,10918,1,0.0,MetalSd,2004
106250,OldTown,1900,1.0,1.0,Below Average,Two story,Two-family,0,2,3,1294,10800,0,0.0,MetalSd,2000
150000,NAmes,1957,1.0,1.0,Above Average,One story,Single-family,1,1,3,2824,11988,1,0.0,VinylSd,1957
159000,BrkSide,1947,1.0,1.0,Above Average,One and a half story,Single-family,0,2,3,3088,5000,2,0.0,CemntBd,1950
184750,Edwards,2007,1.0,1.0,Very Excellent,Two story,Single-family,1,3,3,8698,40094,3,762.0,CemntBd,2008
315750,NoRidge,1996,1.0,1.0,Good,Two story,Single-family,1,2,3,4611,11787,3,594.0,VinylSd,1997
176000,Somerst,2005,1.0,0.0,Good,One story,Single-family,0,2,3,2976,7500,2,0.0,VinylSd,2005
132000,NAmes,1956,1.0,1.0,Average,One story,Single-family,0,1,2,2108,13300,1,0.0,Wd Sdng,2000
446261,NridgHt,2008,0.0,0.0,Excellent,Two story,Single-family,1,2,3,5023,14948,3,268.0,VinylSd,2008
86000,Edwards,1920,1.0,1.0,Below Average,One story,Single-family,0,1,2,1133,9098,0,0.0,Wd Sdng,2002
200624,Crawfor,1957,1.0,1.0,Above Average,One story,Single-family,0,3,4,5034,32668,2,0.0,Wd Sdng,1975
175000,Timber,1988,1.0,0.0,Above Average,Split Level,Single-family,0,2,3,3570,10200,2,219.0,HdBoard,1989
128000,BrkSide,1920,1.0,1.0,Above Average,Two story,Single-family,0,2,3,2475,6155,2,0.0,Wd Sdng,1999
107500,NAmes,1955,0.0,0.0,Average,One story,Single-family,0,1,2,1219,7200,1,0.0,VinylSd,2007
39300,BrkSide,1946,1.0,1.0,very poor,One story,Single-family,0,1,1,334,5000,0,0.0,VinylSd,1950
178000,Gilbert,2004,0.0,0.0,Very Good,Two story,Single-family,1,2,3,2524,9056,2,0.0,VinylSd,2004
107500,Edwards,1910,1.0,0.0,Average,Two story,Two-family,0,1,3,2464,7000,0,0.0,MetalSd,1991
188000,CollgCr,1998,1.0,0.0,Good,Two story,Single-family,1,2,3,3131,8924,2,0.0,VinylSd,1999
111250,NAmes,1972,1.0,1.0,Below Average,One story,Single-family,0,1,3,2304,12735,2,0.0,MetalSd,1972
158000,Sawyer,1968,1.0,1.0,Average,One story,Single-family,1,1,3,2546,11553,1,188.0,Plywood,1968
272000,CollgCr,2001,1.0,1.0,Very Good,One story,Single-family,0,2,3,3852,11423,2,479.0,VinylSd,2002
315000,Timber,2006,1.0,1.0,Excellent,One story,Single-family,0,2,2,4441,14601,3,584.0,VinylSd,2006
248000,NoRidge,2000,1.0,1.0,Very Good,Two story,Single-family,1,2,4,3902,11000,3,72.0,VinylSd,2000
213250,NWAmes,1998,1.0,0.0,Good,One story,Single-family,0,2,3,3913,10140,2,0.0,VinylSd,1999
133000,NAmes,1998,1.0,1.0,Good,Split Foyer,Townhouse,0,1,1,1857,4058,1,182.0,MetalSd,1998
179665,Gilbert,2006,1.0,0.0,Good,Two story,Single-family,1,2,3,2576,17104,2,0.0,VinylSd,2006
229000,NWAmes,1988,1.0,1.0,Good,One and a half story,Single-family,1,2,4,4173,13837,3,178.0,HdBoard,1988
210000,BrkSide,1923,1.0,0.0,Above Average,One and a half story,Single-family,1,1,3,3140,8737,2,0.0,BrkFace,1950
129500,Mitchel,1970,1.0,0.0,Average,Split Foyer,Single-family,0,1,2,2160,7244,2,0.0,VinylSd,1970
125000,OldTown,1955,1.0,1.0,Average,One story,Single-family,0,1,2,2370,8235,2,0.0,MetalSd,1995
263000,Somerst,2003,1.0,0.0,Good,Two story,Single-family,1,2,4,3621,9375,2,0.0,VinylSd,2004
140000,NPkVill,1977,1.0,0.0,Above Average,One story,Townhouse,0,2,2,2578,4043,2,0.0,Plywood,1977
112500,OldTown,1957,1.0,1.0,Average,One story,Single-family,0,1,3,2144,6000,1,0.0,BrkFace,1957
255500,NridgHt,2006,1.0,0.0,Very Good,One story,Single-family,0,2,3,4334,11146,3,250.0,VinylSd,2006
108000,Edwards,1949,1.0,1.0,Below Average,One story,Single-family,0,2,2,1646,8777,2,0.0,VinylSd,2003
284000,NridgHt,2003,1.0,1.0,Good,Two story,Single-family,1,2,3,3915,10625,3,292.0,VinylSd,2004
113000,BrkSide,1922,1.0,1.0,Average,One and a half story,Single-family,0,1,2,2321,6380,1,0.0,MetalSd,1950
141000,NAmes,1957,1.0,0.0,Average,One story,Single-family,0,1,2,2483,14850,1,0.0,Wd Sdng,1957
108000,IDOTRR,1920,1.0,1.0,Below Average,One and a half story,Single-family,1,1,3,2543,11040,1,0.0,MetalSd,1950
175000,Gilbert,1996,1.0,1.0,Good,Two story,Single-family,1,2,3,2581,21872,2,0.0,HdBoard,1997
234000,Blmngtn,2003,1.0,1.0,Good,One story,Townhouse,0,2,2,3351,3196,2,18.0,VinylSd,2004
121500,Sawyer,1957,1.0,1.0,Average,One story,Single-family,1,1,3,3312,11341,2,180.0,Wd Sdng,1996
170000,Mitchel,1974,0.0,1.0,Average,One story,Single-family,0,1,2,3196,10010,2,0.0,HdBoard,1975
108000,Edwards,1940,1.0,1.0,Average,One story,Single-family,0,1,3,1992,13907,0,0.0,WdShing,1969
185000,Edwards,1918,1.0,1.0,Above Average,One and a half story,Single-family,0,2,4,3233,21780,2,0.0,Wd Sdng,1950
268000,NoRidge,1992,1.0,0.0,Good,Two story,Single-family,1,2,4,3980,13346,2,0.0,HdBoard,2000
128000,SWISU,1915,1.0,1.0,Above Average,Two story,Single-family,1,1,4,2669,6858,1,0.0,Wd Sdng,1950
325000,StoneBr,2005,1.0,0.0,Excellent,Two story,Single-family,1,2,4,4282,11198,3,245.0,VinylSd,2007
214000,NridgHt,2004,1.0,1.0,Good,One story,Single-family,0,2,3,3584,10171,2,168.0,VinylSd,2004
316600,SawyerW,1983,1.0,1.0,Very Good,One and a half story,Single-family,1,1,1,4240,12327,2,0.0,Wd Sdng,2009
135960,NAmes,1979,1.0,0.0,Average,Split Foyer,Duplex,0,1,2,2486,7032,2,0.0,MetalSd,1979
142600,NAmes,1965,1.0,0.0,Average,One story,Duplex,0,2,6,4032,13101,2,108.0,HdBoard,1965
120000,NAmes,1959,1.0,0.0,Above Average,One story,Single-family,0,1,2,2016,7332,1,207.0,WdShing,1959
224500,Timber,2009,1.0,1.0,Good,Two story,Single-family,1,2,3,3188,13159,2,0.0,VinylSd,2009
170000,Gilbert,2000,1.0,0.0,Good,Split Level,Single-family,1,2,3,2214,9967,2,0.0,VinylSd,2000
139000,NAmes,1971,1.0,0.0,Average,Split Level,Single-family,0,1,3,1769,10500,1,82.0,MetalSd,2005
118500,NAmes,1947,1.0,1.0,Average,One and a half story,Single-family,0,1,2,2384,8480,1,0.0,MetalSd,1950
145000,SWISU,1928,1.0,1.0,Good,One and a half story,Single-family,0,2,3,2554,6292,1,0.0,Wd Sdng,1950
164500,Sawyer,1966,1.0,0.0,Average,Split Level,Single-family,0,1,3,3048,11777,2,97.0,VinylSd,1966
146000,Somerst,2007,1.0,0.0,Good,Two story,Townhouse,0,2,2,2621,3604,2,0.0,VinylSd,2007
131500,OldTown,1954,1.0,1.0,Average,One and a half story,Single-family,0,2,4,3197,12150,1,335.0,MetalSd,1954
181900,NAmes,1960,1.0,1.0,Above Average,One story,Single-family,0,1,3,3145,14585,2,85.0,Wd Sdng,1987
253293,NridgHt,2008,0.0,0.0,Very Good,One story,Single-family,1,2,3,5474,12704,3,306.0,VinylSd,2009
118500,Edwards,1990,1.0,1.0,Above Average,Split Foyer,Duplex,0,1,3,1632,11841,0,104.0,HdBoard,1990
325000,OldTown,1893,1.0,0.0,Very Excellent,Two and a half story,Single-family,1,3,3,4892,13500,2,0.0,Wd Sdng,2000
133000,BrkSide,1935,1.0,1.0,Below Average,One and a half story,Single-family,0,1,3,2697,6120,1,0.0,AsbShng,1995
369900,Timber,2005,1.0,0.0,Very Good,One story,Single-family,0,2,2,4776,11443,3,208.0,VinylSd,2006
130000,BrkSide,1918,1.0,0.0,Above Average,One story,Single-family,0,1,2,1929,10267,1,0.0,Stucco,2000
137000,Sawyer,1982,1.0,1.0,Average,Split Foyer,Single-family,0,1,2,2228,8740,2,0.0,HdBoard,1982
143000,ClearCr,1968,1.0,0.0,Average,One story,Single-family,0,1,1,3362,25095,1,0.0,Wd Sdng,2003
79500,BrkSide,1930,1.0,0.0,Average,One story,Single-family,0,1,2,1829,9100,1,0.0,VinylSd,1960
185900,CollgCr,2004,1.0,1.0,Good,Two story,Single-family,1,2,3,2872,8320,2,0.0,VinylSd,2004
451950,NridgHt,2008,1.0,0.0,Very Excellent,Two story,Single-family,1,2,3,4860,13478,3,420.0,CemntBd,2008
138000,Mitchel,1982,1.0,0.0,Average,One story,Single-family,0,1,2,2448,6600,2,0.0,HdBoard,2003
140000,CollgCr,2003,1.0,0.0,Above Average,One story,Townhouse,0,1,1,2116,4435,2,170.0,VinylSd,2003
110000,CollgCr,1975,1.0,1.0,Average,One story,Single-family,0,1,3,2128,7990,1,0.0,HdBoard,1975
319000,StoneBr,2005,1.0,0.0,Very Good,One story,Single-family,0,2,3,4398,11302,3,238.0,VinylSd,2006
114504,OldTown,1910,1.0,1.0,Above Average,Two story,Single-family,0,1,3,2268,3600,1,0.0,VinylSd,1993
194201,Blmngtn,2006,1.0,1.0,Good,One story,Townhouse,2,0,2,3308,3922,3,72.0,VinylSd,2007
217500,Crawfor,1977,1.0,1.0,Average,One story,Single-family,0,2,3,3698,12984,2,459.0,Plywood,1977
151000,Blueste,1980,1.0,1.0,Above Average,Two story,Townhouse,1,2,3,2724,1950,2,0.0,MetalSd,1980
275000,NridgHt,2005,1.0,1.0,Very Good,Two story,Single-family,1,2,3,3698,10927,2,280.0,VinylSd,2005
141000,IDOTRR,1937,1.0,1.0,Above Average,One and a half story,Single-family,1,1,3,2699,9000,1,0.0,Wd Sdng,1950
220000,SawyerW,1992,1.0,0.0,Very Good,Two story,Single-family,1,2,3,3329,10041,2,0.0,HdBoard,1992
151000,Somerst,2004,1.0,1.0,Good,Two story,Townhouse,1,2,2,2280,3182,2,0.0,MetalSd,2005
221000,CollgCr,2002,1.0,1.0,Good,One story,Single-family,0,2,3,3518,12803,2,99.0,VinylSd,2002
205000,NAmes,1965,1.0,0.0,Good,Two story,Single-family,1,2,3,3240,13600,2,176.0,HdBoard,1990
152000,CollgCr,1996,1.0,0.0,Average,One story,Single-family,0,1,3,2656,12464,2,0.0,VinylSd,1996
225000,Edwards,1948,1.0,1.0,Average,Two story,Single-family,0,3,3,3134,7800,1,0.0,MetalSd,2002
359100,Crawfor,1934,1.0,0.0,Very Good,Two story,Single-family,1,2,4,4539,12168,2,0.0,BrkFace,1998
118500,Sawyer,1961,1.0,1.0,Below Average,One story,Single-family,0,1,3,2319,7943,1,192.0,VinylSd,1961
313000,CollgCr,2000,1.0,1.0,Excellent,Two story,Single-family,1,2,3,4329,11050,3,204.0,VinylSd,2000
148000,NWAmes,1978,1.0,1.0,Above Average,Split Level,Single-family,0,2,3,2628,10395,2,233.0,HdBoard,1978
261500,CollgCr,2001,0.0,0.0,Very Good,Two story,Single-family,1,2,3,3702,11885,2,108.0,VinylSd,2001
147000,Mitchel,2007,0.0,0.0,Average,One story,Single-family,0,1,3,2240,8402,0,0.0,VinylSd,2007
75500,MeadowV,1972,1.0,0.0,Below Average,Split Foyer,Townhouse,0,1,1,1260,1491,0,0.0,CemntBd,1972
137500,NAmes,1963,1.0,1.0,Above Average,Split Foyer,Single-family,0,1,3,2470,8800,2,156.0,MetalSd,1963
183200,Gilbert,2002,1.0,0.0,Above Average,Two story,Single-family,1,2,3,2685,7861,2,0.0,VinylSd,2003
105500,NAmes,1954,1.0,1.0,Above Average,One and a half story,Single-family,0,1,2,2192,7227,2,0.0,MetalSd,1954
314813,NridgHt,2007,1.0,1.0,Excellent,One story,Single-family,0,2,3,4424,11694,3,452.0,CemntBd,2007
305000,Timber,2003,0.0,0.0,Very Good,Two story,Single-family,1,2,4,4493,12244,3,226.0,VinylSd,2003
67000,Edwards,1914,1.0,1.0,Fair,One story,Single-family,0,1,2,1728,8248,0,0.0,Stucco,1950
240000,NWAmes,1974,1.0,0.0,Above Average,Two story,Single-family,1,2,4,4760,10800,2,0.0,HdBoard,1997
135000,Sawyer,1977,1.0,1.0,Average,One story,Single-family,0,1,3,2444,7064,2,153.0,Plywood,1977
168500,Somerst,2000,1.0,1.0,Above Average,Two story,Townhouse,1,2,2,2708,2117,2,513.0,MetalSd,2000
165150,NWAmes,1972,1.0,0.0,Above Average,Two story,Single-family,2,1,4,3006,10400,2,288.0,VinylSd,1972
160000,NAmes,1962,1.0,1.0,Above Average,One story,Single-family,1,1,3,2672,10000,2,261.0,Wd Sdng,1962
139900,NAmes,1960,1.0,1.0,Average,One story,Single-family,0,1,3,2686,12342,1,0.0,Wd Sdng,1978
153000,NAmes,1955,1.0,1.0,Above Average,Split Level,Single-family,0,1,3,3040,9600,1,164.0,AsbShng,1972
135000,NAmes,1969,1.0,0.0,Average,Two story,Single-family,2,1,5,3624,11606,2,192.0,Plywood,1969
168500,NAmes,1964,1.0,0.0,Above Average,Split Level,Single-family,1,1,3,3118,9020,2,259.0,Plywood,1964
124000,OldTown,1880,1.0,1.0,Average,Two story,Single-family,0,1,3,2626,9000,1,0.0,VinylSd,1991
209500,NridgHt,2006,1.0,1.0,Very Good,One story,Townhouse,0,2,2,3735,4590,2,108.0,VinylSd,2006
82500,NWAmes,1977,1.0,0.0,Good,One story,Single-family,0,2,3,3341,11900,2,209.0,Plywood,1977
139400,NAmes,1954,1.0,0.0,Average,One story,Single-family,0,1,3,2372,9250,1,0.0,Wd Sdng,2005
144000,OldTown,1980,0.0,0.0,Above Average,Split Foyer,Duplex,0,0,0,2688,6979,2,0.0,Plywood,1980
200000,SWISU,1914,0.0,1.0,Above Average,Two and a half story,Two-family,0,2,8,4320,10896,0,0.0,VinylSd,1995
60000,BrkSide,1936,1.0,0.0,Poor,One story,Single-family,0,1,1,1064,6120,0,0.0,AsbShng,1950
93000,OldTown,1954,0.0,0.0,Average,One and a half story,Two-family,0,2,3,2454,6000,1,0.0,Wd Sdng,1954
85000,Edwards,1910,1.0,1.0,Average,One story,Single-family,0,1,2,1592,8777,0,0.0,MetalSd,1950
264561,Blmngtn,2006,1.0,1.0,Very Good,One story,Townhouse,0,2,1,3735,3982,3,0.0,VinylSd,2006
274000,NridgHt,2003,1.0,1.0,Very Good,One story,Townhouse,1,1,1,3624,12677,2,472.0,MetalSd,2004
226000,Somerst,2001,1.0,1.0,Good,Two story,Single-family,1,2,3,3636,7050,2,0.0,VinylSd,2001
345000,NAmes,1972,1.0,0.0,Very Good,Split Level,Single-family,1,2,4,5194,13860,2,0.0,Plywood,1995
152000,NWAmes,1969,1.0,1.0,Average,Two story,Single-family,1,2,4,2862,10793,2,263.0,WdShing,1969
370878,Somerst,2009,1.0,0.0,Excellent,One story,Single-family,1,2,2,4010,9187,3,162.0,CemntBd,2009
143250,NAmes,1971,1.0,0.0,Above Average,One story,Single-family,1,1,3,2538,10530,2,0.0,Plywood,1971
98300,NAmes,1950,1.0,1.0,Average,One story,Single-family,0,1,3,1468,7200,2,0.0,MetalSd,1950
155000,Edwards,1953,1.0,1.0,Above Average,One story,Single-family,0,1,3,2683,10452,2,216.0,Wd Sdng,1953
155000,NAmes,1966,0.0,0.0,Above Average,Two story,Single-family,1,1,4,3037,7700,2,351.0,MetalSd,1966
84500,MeadowV,1970,1.0,0.0,Below Average,Split Foyer,Townhouse,0,1,1,1260,1936,0,0.0,CemntBd,1970
205950,Somerst,2007,1.0,1.0,Good,Two story,Single-family,1,2,3,3040,8125,2,0.0,CemntBd,2007
108000,Edwards,1940,1.0,1.0,Below Average,Two story,Single-family,0,1,4,2561,9084,1,0.0,MetalSd,1950
191000,CollgCr,1996,1.0,0.0,Good,Two story,Single-family,1,2,2,3108,8750,2,0.0,VinylSd,1996
135000,IDOTRR,1906,1.0,1.0,Above Average,One and a half story,Single-family,0,1,3,2441,10320,1,0.0,MetalSd,1995
350000,NoRidge,1995,1.0,0.0,Very Good,One story,Single-family,1,2,2,5061,10437,3,660.0,MetalSd,1995
88000,BrDale,1971,1.0,0.0,Above Average,Two story,Townhouse,1,1,3,1881,1680,1,381.0,HdBoard,1971
145500,NAmes,1959,1.0,1.0,Average,One story,Single-family,1,1,3,2418,10007,1,54.0,HdBoard,2006
149000,Crawfor,1931,1.0,1.0,Good,Two story,Single-family,1,1,3,2548,7200,1,0.0,Stucco,2000
97500,NAmes,1948,1.0,0.0,Above Average,One and a half story,Single-family,0,1,3,2700,17503,1,0.0,VinylSd,1950
167000,Edwards,1964,1.0,1.0,Average,One story,Single-family,0,1,3,3452,9937,2,0.0,MetalSd,1999
197900,NWAmes,1976,1.0,1.0,Good,Two story,Single-family,1,2,3,3278,12384,2,233.0,Plywood,1976
402000,NoRidge,1994,1.0,1.0,Very Good,Two story,Single-family,1,2,4,4788,46589,3,528.0,VinylSd,2005
110000,NAmes,1968,1.0,0.0,Above Average,One story,Single-family,0,1,2,3360,13560,2,216.0,Wd Sdng,1968
137500,Edwards,1972,1.0,1.0,Below Average,Split Foyer,Single-family,0,2,3,2907,10012,2,0.0,Plywood,1972
423000,Somerst,2005,1.0,1.0,Very Good,One story,Single-family,1,1,1,5308,20896,3,0.0,VinylSd,2006
230500,Gilbert,2000,1.0,1.0,Very Good,Two story,Single-family,1,2,3,3846,11194,2,40.0,VinylSd,2000
129000,NAmes,1965,1.0,1.0,Above Average,Two story,Single-family,1,2,3,3997,18450,2,113.0,Plywood,1979
193500,SawyerW,1994,1.0,1.0,Above Average,One story,Single-family,0,2,3,3662,8125,2,258.0,HdBoard,1998
168000,Sawyer,1956,1.0,1.0,Average,One story,Single-family,1,1,3,3201,14175,2,0.0,CemntBd,1987
137500,Crawfor,1922,1.0,0.0,Below Average,One story,Single-family,0,1,2,2132,11600,1,0.0,MetalSd,1950
173500,CollgCr,2005,1.0,0.0,Above Average,Two story,Single-family,1,2,3,2754,8633,2,0.0,VinylSd,2005
103600,Edwards,1925,1.0,1.0,Above Average,Two story,Single-family,0,2,3,2341,6629,1,0.0,Wd Sdng,1950
165000,Veenker,1977,1.0,1.0,Above Average,One story,Single-family,1,1,3,2962,11250,2,0.0,Plywood,1977
257500,Crawfor,1957,1.0,1.0,Above Average,One story,Single-family,0,2,3,3732,14442,2,106.0,CemntBd,2004
140000,NAmes,1965,1.0,1.0,Above Average,One story,Single-family,0,1,3,2656,9200,1,0.0,HdBoard,1965
148500,NPkVill,1978,1.0,0.0,Above Average,Two story,Townhouse,1,2,3,2736,2289,2,0.0,Plywood,1978
87000,OldTown,1900,1.0,0.0,Below Average,Two story,Single-family,0,2,4,3648,9600,3,0.0,AsbShng,1950
109500,OldTown,1924,1.0,1.0,Average,One story,Single-family,0,1,2,1800,9022,1,0.0,VinylSd,2006
372500,StoneBr,2008,1.0,0.0,Very Good,One story,Single-family,1,2,3,4926,11844,3,464.0,VinylSd,2008
128500,Sawyer,1961,1.0,1.0,Average,One story,Single-family,0,1,3,2548,9945,2,57.0,Wd Sdng,1961
143000,SawyerW,1980,1.0,0.0,Above Average,One story,Townhouse,0,2,2,2110,8012,1,0.0,Plywood,1980
159434,SWISU,1932,1.0,1.0,Average,One and a half story,Single-family,0,1,3,2594,4500,1,0.0,VinylSd,2000
173000,ClearCr,1996,1.0,1.0,Above Average,One story,Single-family,0,1,2,3013,2887,2,0.0,Wd Sdng,1997
285000,CollgCr,2002,1.0,0.0,Excellent,One story,Single-family,0,2,3,3996,11248,3,215.0,VinylSd,2002
221000,NoRidge,1998,1.0,1.0,Good,Two story,Single-family,1,2,4,3520,16770,2,30.0,VinylSd,1998
207500,StoneBr,1984,1.0,0.0,Good,Two story,Townhouse,0,2,3,3857,5062,2,0.0,HdBoard,1984
227875,Somerst,2007,1.0,0.0,Good,Two story,Single-family,0,3,3,3213,10207,2,0.0,VinylSd,2007
148800,Somerst,2004,1.0,1.0,Good,Two story,Townhouse,1,2,2,2133,5105,2,0.0,MetalSd,2004
392000,StoneBr,2007,1.0,1.0,Very Good,One story,Single-family,0,2,2,3405,8089,2,0.0,MetalSd,2007
194700,NridgHt,2005,1.0,1.0,Above Average,One story,Townhouse,0,2,2,3184,7577,2,256.0,VinylSd,2006
141000,CollgCr,2004,1.0,1.0,Above Average,One story,Townhouse,0,1,1,2116,4426,2,147.0,VinylSd,2004
755000,NoRidge,1994,1.0,1.0,Very Excellent,Two story,Single-family,1,3,4,7592,21535,3,1170.0,HdBoard,1995
335000,Timber,1989,1.0,0.0,Good,Two story,Single-family,1,2,4,4357,26178,2,293.0,MetalSd,1990
108480,OldTown,1921,1.0,0.0,Average,One story,Single-family,0,1,2,2472,5400,1,0.0,MetalSd,1968
141500,BrkSide,1936,1.0,1.0,Average,One and a half story,Single-family,1,1,3,3042,6120,2,0.0,Wd Sdng,1950
